seed,sym_type,update,count,hosted_syms
1,0,118000,7656,7656
1,0,118500,5334,5334
1,0,119000,7654,7654
1,0,119500,7843,7843
1,0,120000,5389,5389
1,0,120500,7784,7784
1,0,121000,7905,7905
1,0,121500,5509,5509
1,0,122000,7726,7726
1,0,122500,7795,7795
1,0,123000,5387,5387
1,0,123500,7750,7750
1,0,124000,7795,7795
1,0,124500,5391,5391
1,0,125000,7769,7769
1,0,125500,7893,7893
1,0,126000,5419,5419
1,0,126500,7805,7805
1,0,127000,7727,7727
1,0,127500,5482,5482
1,0,128000,7827,7827
1,0,128500,7824,7824
1,0,129000,5575,5575
1,0,129500,7793,7793
1,0,130000,7713,7713
1,0,130500,5464,5464
1,0,131000,7751,7751
1,0,131500,7875,7875
1,0,132000,5552,5552
1,0,132500,7887,7887
1,0,133000,7752,7752
1,0,133500,5527,5527
1,0,134000,7800,7800
1,0,134500,7751,7751
1,0,135000,5516,5516
1,0,135500,7836,7836
1,0,136000,7738,7738
1,0,136500,5414,5414
1,0,137000,7820,7820
1,0,137500,7877,7877
1,0,138000,5480,5480
1,0,138500,7853,7853
1,0,139000,7907,7907
1,0,139500,5536,5536
1,0,140000,7873,7873
1,0,140500,7814,7814
1,0,141000,5509,5509
1,0,141500,7894,7894
1,0,142000,7903,7903
1,0,142500,5501,5501
1,0,143000,7793,7793
1,0,143500,7773,7773
1,0,144000,5491,5491
1,0,144500,7729,7729
1,0,145000,7792,7792
1,0,145500,5437,5437
1,0,146000,7863,7863
1,0,146500,7841,7841
1,0,147000,5375,5375
1,0,147500,7781,7781
1,0,148000,7760,7760
1,0,148500,5524,5524
1,0,149000,7761,7761
1,0,149500,7720,7720
1,0,150000,5444,5444
1,0,150500,7775,7775
1,0,151000,7671,7671
1,0,151500,5477,5477
1,0,152000,7812,7812
1,0,152500,7798,7798
1,0,153000,5497,5497
1,0,153500,7824,7824
1,0,154000,7772,7772
1,0,154500,5493,5493
1,0,155000,7787,7787
1,0,155500,7680,7680
1,0,156000,5453,5453
1,0,156500,7759,7759
1,0,157000,7698,7698
1,0,157500,5441,5441
1,0,158000,7812,7812
1,0,158500,7822,7822
1,0,159000,5620,5620
1,0,159500,7893,7893
1,0,160000,7911,7911
1,0,160500,5432,5432
1,0,161000,7754,7754
1,0,161500,7828,7828
1,0,162000,5379,5379
1,0,162500,7698,7698
1,0,163000,7745,7745
1,0,163500,5447,5447
1,0,164000,7847,7847
1,0,164500,7741,7741
1,0,165000,5514,5514
1,0,165500,7793,7793
1,0,166000,7893,7893
1,0,166500,5505,5505
1,0,167000,7778,7778
1,0,167500,7833,7833
1,0,168000,5582,5582
1,0,168500,8041,8041
1,0,169000,7984,7984
1,0,169500,5498,5498
1,0,170000,7932,7932
1,0,170500,7879,7879
1,0,171000,5513,5513
1,0,171500,7880,7880
1,0,172000,7792,7792
1,0,172500,5386,5386
1,0,173000,7731,7731
1,0,173500,7764,7764
1,0,174000,5601,5601
1,0,174500,7994,7994
1,0,175000,7811,7811
1,0,175500,5496,5496
1,0,176000,7638,7638
1,0,176500,7825,7825
1,0,177000,5523,5523
1,0,177500,7898,7898
1,0,178000,7966,7966
1,0,178500,5493,5493
1,0,179000,7683,7683
1,0,179500,7824,7824
1,0,180000,5459,5459
1,0,180500,7906,7906
1,0,181000,7832,7832
1,0,181500,5406,5406
1,0,182000,7736,7736
1,0,182500,7795,7795
1,0,183000,5507,5507
1,0,183500,7763,7763
1,0,184000,7870,7870
1,0,184500,5474,5474
1,0,185000,7966,7966
1,0,185500,7962,7962
1,0,186000,5448,5448
1,0,186500,7716,7716
1,0,187000,7790,7790
1,0,187500,5312,5312
1,0,188000,7789,7789
1,0,188500,7835,7835
1,0,189000,5388,5388
1,0,189500,7684,7684
1,0,190000,7902,7902
1,0,190500,5396,5396
1,0,191000,7753,7753
1,0,191500,7865,7865
1,0,192000,5432,5432
1,0,192500,7770,7770
1,0,193000,7930,7930
1,0,193500,5607,5607
1,0,194000,7815,7815
1,0,194500,7801,7801
1,0,195000,5545,5545
1,0,195500,7959,7959
1,0,196000,7820,7820
1,0,196500,5534,5534
1,0,197000,7977,7977
1,0,197500,7958,7958
1,0,198000,5550,5550
1,0,198500,7945,7945
1,0,199000,7861,7861
1,0,199500,5595,5595
1,0,200000,7880,7880
1,0,200500,7901,7901
1,0,201000,5509,5509
1,0,201500,7874,7874
1,0,202000,7885,7885
1,0,202500,5470,5470
1,0,203000,7864,7864
1,0,203500,7888,7888
1,0,204000,5499,5499
1,0,204500,7874,7874
1,0,205000,7874,7874
1,0,205500,5563,5563
1,0,206000,7857,7857
1,0,206500,7850,7850
1,0,207000,5484,5484
1,0,207500,7811,7811
1,0,208000,7806,7806
1,0,208500,5524,5524
1,0,209000,7802,7802
1,0,209500,7830,7830
1,0,210000,5491,5491
1,0,210500,7909,7909
1,0,211000,7888,7888
1,0,211500,5542,5542
1,0,212000,7919,7919
1,0,212500,7940,7940
1,0,213000,5568,5568
1,0,213500,7842,7842
1,0,214000,7915,7915
1,0,214500,5574,5574
1,0,215000,7926,7926
1,0,215500,7899,7899
1,0,216000,5495,5495
1,0,216500,7866,7866
1,0,217000,7885,7885
1,0,217500,5547,5547
1,0,218000,7793,7793
1,0,218500,7801,7801
1,0,219000,5570,5570
1,0,219500,7775,7775
1,0,220000,7642,7642
1,0,220500,5402,5402
1,0,221000,7706,7706
1,0,221500,7826,7826
1,0,222000,5513,5513
1,0,222500,7880,7880
1,0,223000,7828,7828
1,0,223500,5346,5346
1,0,224000,7696,7696
1,0,224500,7753,7753
1,0,225000,5406,5406
1,0,225500,7935,7935
1,0,226000,7942,7942
1,0,226500,5541,5541
1,0,227000,7830,7830
1,0,227500,7872,7872
1,0,228000,5564,5564
1,0,228500,7874,7874
1,0,229000,7792,7792
1,0,229500,5466,5466
1,0,230000,7938,7938
1,0,230500,7778,7778
1,0,231000,5476,5476
1,0,231500,7963,7963
1,0,232000,7932,7932
1,0,232500,5567,5567
1,0,233000,7691,7691
1,0,233500,7752,7752
1,0,234000,5624,5624
1,0,234500,7840,7840
1,0,235000,8010,8010
1,0,235500,5608,5608
1,0,236000,7812,7812
1,0,236500,7891,7891
1,0,237000,5560,5560
1,0,237500,7810,7810
1,0,238000,7859,7859
1,0,238500,5608,5608
1,0,239000,7784,7784
1,0,239500,7863,7863
1,0,240000,5600,5600
1,0,240500,7798,7798
1,0,241000,7834,7834
1,0,241500,5543,5543
1,0,242000,7860,7860
1,0,242500,7892,7892
1,0,243000,5553,5553
1,0,243500,7887,7887
1,0,244000,7700,7700
1,0,244500,5448,5448
1,0,245000,7870,7870
1,0,245500,7774,7774
1,0,246000,5470,5470
1,0,246500,7774,7774
1,0,247000,7809,7809
1,0,247500,5586,5586
1,0,248000,7943,7943
1,0,248500,7944,7944
1,0,249000,5519,5519
1,0,249500,7983,7983
1,1,0,10000,10000
1,1,500,10000,9712
1,1,1000,7512,7461
1,1,1500,2439,2169
1,1,2000,7456,7342
1,1,2500,7525,7415
1,1,3000,2445,2394
1,1,3500,7812,7738
1,1,4000,7833,7744
1,1,4500,2461,2422
1,1,5000,7584,7488
1,1,5500,7665,7510
1,1,6000,2314,2287
1,1,6500,7701,7618
1,1,7000,7872,7726
1,1,7500,2405,2362
1,1,8000,7825,7754
1,1,8500,7964,7903
1,1,9000,2395,2360
1,1,9500,7931,7853
1,1,10000,7986,7900
1,1,10500,2461,2401
1,1,11000,7817,7745
1,1,11500,7849,7721
1,1,12000,2410,2366
1,1,12500,7938,7875
1,1,13000,7847,7777
1,1,13500,2397,2351
1,1,14000,7923,7855
1,1,14500,7890,7814
1,1,15000,2378,2345
1,1,15500,7956,7885
1,1,16000,7833,7771
1,1,16500,2402,2361
1,1,17000,7868,7797
1,1,17500,7945,7871
1,1,18000,2406,2384
1,1,18500,7883,7788
1,1,19000,8017,7939
1,1,19500,2348,2314
1,1,20000,7925,7868
1,1,20500,7954,7893
1,1,21000,2499,2464
1,1,21500,7929,7860
1,1,22000,7940,7858
1,1,22500,2383,2353
1,1,23000,7970,7892
1,1,23500,7981,7908
1,1,24000,2409,2377
1,1,24500,7964,7895
1,1,25000,8003,7945
1,1,25500,2340,2302
1,1,26000,7995,7926
1,1,26500,7934,7862
1,1,27000,2438,2390
1,1,27500,7948,7883
1,1,28000,7983,7910
1,1,28500,2438,2388
1,1,29000,7974,7888
1,1,29500,7925,7844
1,1,30000,2357,2317
1,1,30500,7981,7922
1,1,31000,7937,7879
1,1,31500,2441,2402
1,1,32000,7950,7880
1,1,32500,7965,7889
1,1,33000,2414,2374
1,1,33500,7895,7813
1,1,34000,7939,7870
1,1,34500,2370,2331
1,1,35000,7931,7863
1,1,35500,7936,7862
1,1,36000,2419,2384
1,1,36500,7940,7870
1,1,37000,7946,7882
1,1,37500,2371,2334
1,1,38000,8047,7800
1,1,38500,7984,7650
1,1,39000,2489,2328
1,1,39500,7919,7514
1,1,40000,7981,7577
1,1,40500,2404,2235
1,1,41000,7957,7591
1,1,41500,7973,7666
1,1,42000,2580,2312
1,1,42500,7936,7877
1,1,43000,7993,7939
1,1,43500,2376,2339
1,1,44000,7905,7820
1,1,44500,7984,7900
1,1,45000,2461,2427
1,1,45500,7923,7850
1,1,46000,7976,7896
1,1,46500,2421,2381
1,1,47000,7885,7810
1,1,47500,8005,7954
1,1,48000,2370,2336
1,1,48500,7944,7880
1,1,49000,8024,7947
1,1,49500,2458,2426
1,1,50000,7929,7852
1,1,50500,7924,7859
1,1,51000,2478,2441
1,1,51500,7859,7796
1,1,52000,7976,7916
1,1,52500,2404,2379
1,1,53000,7800,7732
1,1,53500,7888,7810
1,1,54000,2371,2343
1,1,54500,7958,7884
1,1,55000,7944,7873
1,1,55500,2370,2333
1,1,56000,8030,7966
1,1,56500,8008,7942
1,1,57000,2442,2413
1,1,57500,7939,7875
1,1,58000,7858,7789
1,1,58500,2301,2263
1,1,59000,7970,7899
1,1,59500,7984,7933
1,1,60000,2366,2331
1,1,60500,7885,7821
1,1,61000,7965,7895
1,1,61500,2422,2376
1,1,62000,7882,7815
1,1,62500,8006,7939
1,1,63000,2454,2396
1,1,63500,8006,7938
1,1,64000,8006,7951
1,1,64500,2451,2427
1,1,65000,8020,7930
1,1,65500,7996,7929
1,1,66000,2398,2363
1,1,66500,8012,7951
1,1,67000,7965,7901
1,1,67500,2362,2343
1,1,68000,7936,7868
1,1,68500,7994,7918
1,1,69000,2360,2332
1,1,69500,7932,7868
1,1,70000,7951,7886
1,1,70500,2419,2395
1,1,71000,8043,7980
1,1,71500,7915,7851
1,1,72000,2401,2368
1,1,72500,8073,8009
1,1,73000,8012,7943
1,1,73500,2378,2353
1,1,74000,7966,7896
1,1,74500,7979,7911
1,1,75000,2426,2382
1,1,75500,7965,7866
1,1,76000,7976,7912
1,1,76500,2372,2339
1,1,77000,7978,7915
1,1,77500,7954,7885
1,1,78000,2470,2441
1,1,78500,7874,7801
1,1,79000,7951,7883
1,1,79500,2388,2359
1,1,80000,8014,7950
1,1,80500,8010,7941
1,1,81000,2377,2338
1,1,81500,8039,7970
1,1,82000,7907,7841
1,1,82500,2429,2398
1,1,83000,8024,7956
1,1,83500,8079,8012
1,1,84000,2415,2390
1,1,84500,8032,7941
1,1,85000,7947,7876
1,1,85500,2484,2401
1,1,86000,8038,7962
1,1,86500,7963,7906
1,1,87000,2408,2367
1,1,87500,7983,7917
1,1,88000,7968,7893
1,1,88500,2432,2395
1,1,89000,8020,7946
1,1,89500,7951,7885
1,1,90000,2478,2448
1,1,90500,7865,7793
1,1,91000,7978,7917
1,1,91500,2489,2451
1,1,92000,7958,7888
1,1,92500,8064,8003
1,1,93000,2402,2368
1,1,93500,7942,7882
1,1,94000,7952,7888
1,1,94500,2382,2347
1,1,95000,8004,7937
1,1,95500,8002,7941
1,1,96000,2411,2379
1,1,96500,7886,7796
1,1,97000,7965,7906
1,1,97500,2459,2431
1,1,98000,7874,7801
1,1,98500,7952,7861
1,1,99000,2364,2346
1,1,99500,7963,7909
1,1,100000,7936,7872
1,1,100500,2354,2330
1,1,101000,7843,7778
1,1,101500,8030,7947
1,1,102000,2399,2374
1,1,102500,7870,7799
1,1,103000,7981,7919
1,1,103500,2428,2396
1,1,104000,7894,7832
1,1,104500,7991,7915
1,1,105000,2363,2331
1,1,105500,8008,7945
1,1,106000,7995,7920
1,1,106500,2533,2494
1,1,107000,7918,7844
1,1,107500,7981,7919
1,1,108000,2434,2407
1,1,108500,7968,7893
1,1,109000,8010,7930
1,1,109500,2400,2374
1,1,110000,7975,7893
1,1,110500,7942,7870
1,1,111000,2472,2436
1,1,111500,7944,7881
1,1,112000,7939,7867
1,1,112500,2414,2389
1,1,113000,7881,7814
1,1,113500,7930,7853
1,1,114000,2439,2410
1,1,114500,7942,7881
1,1,115000,7981,7921
1,1,115500,2307,2288
1,1,116000,7937,7856
1,1,116500,7880,7798
1,1,117000,2463,2442
1,1,117500,7955,7894
1,1,118000,7905,7726
1,1,118500,2408,2295
1,1,119000,7909,7625
1,1,119500,7991,7799
1,1,120000,2377,2354
1,1,120500,7999,7926
1,1,121000,7917,7851
1,1,121500,2384,2351
1,1,122000,7932,7856
1,1,122500,7944,7876
1,1,123000,2443,2405
1,1,123500,7937,7866
1,1,124000,7932,7861
1,1,124500,2391,2362
1,1,125000,8057,7978
1,1,125500,8025,7950
1,1,126000,2424,2389
1,1,126500,7945,7871
1,1,127000,7941,7874
1,1,127500,2440,2404
1,1,128000,7952,7896
1,1,128500,7907,7834
1,1,129000,2406,2386
1,1,129500,7978,7914
1,1,130000,8025,7956
1,1,130500,2347,2306
1,1,131000,7988,7916
1,1,131500,7890,7809
1,1,132000,2420,2386
1,1,132500,7924,7772
1,1,133000,7982,7812
1,1,133500,2407,2371
1,1,134000,7961,7902
1,1,134500,7923,7876
1,1,135000,2380,2350
1,1,135500,8015,7945
1,1,136000,7977,7901
1,1,136500,2408,2390
1,1,137000,7935,7864
1,1,137500,7933,7861
1,1,138000,2345,2320
1,1,138500,7936,7861
1,1,139000,8059,7999
1,1,139500,2438,2399
1,1,140000,7986,7909
1,1,140500,7929,7866
1,1,141000,2529,2501
1,1,141500,7952,7889
1,1,142000,7925,7845
1,1,142500,2395,2363
1,1,143000,7896,7825
1,1,143500,7960,7910
1,1,144000,2339,2305
1,1,144500,7980,7906
1,1,145000,8078,8012
1,1,145500,2384,2355
1,1,146000,7909,7846
1,1,146500,7994,7919
1,1,147000,2384,2347
1,1,147500,7963,7893
1,1,148000,8071,8000
1,1,148500,2430,2396
1,1,149000,8015,7934
1,1,149500,7922,7853
1,1,150000,2373,2342
1,1,150500,7986,7927
1,1,151000,7880,7815
1,1,151500,2390,2353
1,1,152000,8013,7950
1,1,152500,8029,7959
1,1,153000,2394,2362
1,1,153500,7984,7921
1,1,154000,8016,7945
1,1,154500,2383,2355
1,1,155000,7863,7807
1,1,155500,7998,7929
1,1,156000,2420,2391
1,1,156500,8000,7940
1,1,157000,7939,7879
1,1,157500,2431,2398
1,1,158000,7951,7884
1,1,158500,7947,7879
1,1,159000,2464,2431
1,1,159500,7987,7909
1,1,160000,7999,7931
1,1,160500,2415,2397
1,1,161000,7897,7842
1,1,161500,7957,7882
1,1,162000,2405,2364
1,1,162500,7940,7871
1,1,163000,7988,7921
1,1,163500,2434,2406
1,1,164000,7948,7879
1,1,164500,7907,7842
1,1,165000,2320,2289
1,1,165500,7895,7846
1,1,166000,8023,7954
1,1,166500,2482,2442
1,1,167000,7978,7915
1,1,167500,7975,7898
1,1,168000,2302,2262
1,1,168500,7909,7841
1,1,169000,7965,7900
1,1,169500,2375,2345
1,1,170000,7787,7729
1,1,170500,8043,7981
1,1,171000,2444,2409
1,1,171500,7949,7872
1,1,172000,7949,7873
1,1,172500,2366,2335
1,1,173000,7917,7853
1,1,173500,7975,7908
1,1,174000,2395,2362
1,1,174500,7978,7902
1,1,175000,7958,7887
1,1,175500,2396,2332
1,1,176000,8009,7903
1,1,176500,7914,7844
1,1,177000,2382,2358
1,1,177500,7993,7927
1,1,178000,7917,7854
1,1,178500,2424,2394
1,1,179000,7994,7929
1,1,179500,7989,7919
1,1,180000,2460,2408
1,1,180500,8040,7913
1,1,181000,7941,7859
1,1,181500,2416,2394
1,1,182000,8010,7944
1,1,182500,7845,7781
1,1,183000,2474,2420
1,1,183500,8027,7960
1,1,184000,7905,7838
1,1,184500,2355,2309
1,1,185000,7953,7886
1,1,185500,7975,7905
1,1,186000,2395,2356
1,1,186500,7900,7841
1,1,187000,7941,7855
1,1,187500,2409,2381
1,1,188000,7929,7863
1,1,188500,8012,7940
1,1,189000,2444,2384
1,1,189500,7991,7917
1,1,190000,7980,7862
1,1,190500,2336,2306
1,1,191000,7965,7868
1,1,191500,7916,7851
1,1,192000,2417,2386
1,1,192500,7914,7847
1,1,193000,7896,7821
1,1,193500,2440,2407
1,1,194000,7960,7895
1,1,194500,7932,7864
1,1,195000,2408,2377
1,1,195500,7928,7860
1,1,196000,8007,7938
1,1,196500,2367,2343
1,1,197000,7969,7892
1,1,197500,8012,7935
1,1,198000,2478,2446
1,1,198500,7975,7922
1,1,199000,7919,7847
1,1,199500,2355,2330
1,1,200000,7962,7900
1,1,200500,7921,7860
1,1,201000,2418,2385
1,1,201500,7924,7862
1,1,202000,7936,7865
1,1,202500,2415,2378
1,1,203000,7894,7830
1,1,203500,7972,7893
1,1,204000,2384,2355
1,1,204500,7912,7843
1,1,205000,7845,7785
1,1,205500,2415,2351
1,1,206000,7894,7805
1,1,206500,7936,7858
1,1,207000,2421,2390
1,1,207500,8051,7903
1,1,208000,7997,7929
1,1,208500,2370,2338
1,1,209000,7928,7868
1,1,209500,7887,7816
1,1,210000,2439,2410
1,1,210500,7975,7908
1,1,211000,7942,7844
1,1,211500,2510,2456
1,1,212000,7991,7925
1,1,212500,7974,7912
1,1,213000,2420,2384
1,1,213500,7950,7885
1,1,214000,7917,7844
1,1,214500,2392,2358
1,1,215000,8007,7947
1,1,215500,8059,7990
1,1,216000,2454,2417
1,1,216500,7868,7811
1,1,217000,8047,7990
1,1,217500,2397,2360
1,1,218000,8018,7945
1,1,218500,8046,7968
1,1,219000,2335,2301
1,1,219500,7966,7897
1,1,220000,7958,7876
1,1,220500,2328,2304
1,1,221000,7875,7815
1,1,221500,7930,7857
1,1,222000,2445,2408
1,1,222500,7926,7849
1,1,223000,7904,7829
1,1,223500,2423,2386
1,1,224000,7961,7891
1,1,224500,7935,7867
1,1,225000,2333,2299
1,1,225500,7880,7809
1,1,226000,7973,7901
1,1,226500,2508,2467
1,1,227000,7890,7794
1,1,227500,8010,7955
1,1,228000,2437,2397
1,1,228500,8003,7935
1,1,229000,7988,7923
1,1,229500,2461,2425
1,1,230000,7966,7894
1,1,230500,7926,7857
1,1,231000,2476,2454
1,1,231500,7875,7805
1,1,232000,8007,7945
1,1,232500,2439,2411
1,1,233000,8030,7954
1,1,233500,7987,7908
1,1,234000,2376,2343
1,1,234500,7956,7892
1,1,235000,8028,7959
1,1,235500,2385,2350
1,1,236000,7931,7866
1,1,236500,8031,7967
1,1,237000,2422,2391
1,1,237500,8012,7946
1,1,238000,7908,7839
1,1,238500,2411,2383
1,1,239000,8027,7954
1,1,239500,8054,7982
1,1,240000,2397,2365
1,1,240500,7927,7859
1,1,241000,8014,7946
1,1,241500,2439,2403
1,1,242000,8003,7920
1,1,242500,8040,7971
1,1,243000,2327,2290
1,1,243500,7874,7808
1,1,244000,7985,7916
1,1,244500,2488,2450
1,1,245000,7978,7923
1,1,245500,7933,7870
1,1,246000,2371,2344
1,1,246500,7940,7877
1,1,247000,7884,7814
1,1,247500,2398,2368
1,1,248000,8028,7958
1,1,248500,7938,7871
1,1,249000,2435,2397
1,1,249500,7976,7910
1,2,0,10000,10000
1,2,500,10000,9712
1,2,1000,7512,7461
1,2,1500,4004,3519
1,2,2000,7442,7362
1,2,2500,7670,7578
1,2,3000,3954,3917
1,2,3500,7853,7765
1,2,4000,7954,7823
1,2,4500,4037,3977
1,2,5000,7926,7857
1,2,5500,7887,7814
1,2,6000,3925,3880
1,2,6500,7749,7667
1,2,7000,7728,7657
1,2,7500,3809,3768
1,2,8000,7792,7711
1,2,8500,7725,7663
1,2,9000,3863,3817
1,2,9500,7675,7583
1,2,10000,7598,7536
1,2,10500,3756,3697
1,2,11000,7631,7523
1,2,11500,7795,7705
1,2,12000,3985,3949
1,2,12500,7947,7854
1,2,13000,7944,7872
1,2,13500,3988,3950
1,2,14000,7914,7835
1,2,14500,8006,7917
1,2,15000,3946,3905
1,2,15500,8038,7972
1,2,16000,8008,7930
1,2,16500,3994,3952
1,2,17000,7957,7892
1,2,17500,7961,7889
1,2,18000,3992,3953
1,2,18500,7989,7910
1,2,19000,7948,7882
1,2,19500,4038,3994
1,2,20000,7999,7929
1,2,20500,7979,7914
1,2,21000,3930,3891
1,2,21500,7928,7851
1,2,22000,7960,7901
1,2,22500,3973,3938
1,2,23000,7938,7867
1,2,23500,7897,7848
1,2,24000,3952,3914
1,2,24500,7934,7840
1,2,25000,7990,7917
1,2,25500,3998,3954
1,2,26000,7992,7909
1,2,26500,7996,7917
1,2,27000,4012,3970
1,2,27500,7968,7907
1,2,28000,7931,7853
1,2,28500,4062,4021
1,2,29000,7934,7867
1,2,29500,7990,7914
1,2,30000,3979,3942
1,2,30500,8040,7959
1,2,31000,8027,7954
1,2,31500,4070,4032
1,2,32000,7960,7876
1,2,32500,7909,7830
1,2,33000,4011,3976
1,2,33500,7953,7879
1,2,34000,8038,7968
1,2,34500,4039,4009
1,2,35000,7905,7840
1,2,35500,7927,7857
